OBJECTID	STATEFP10	COUNTYFP10	TRACTCE10	GEOID10	NAME10	NAMELSAD10	MTFCC10	FUNCSTAT10	ALAND10	AWATER10	INTPTLAT10	INTPTLON10	GlobalID
1	6	83	2103	6083002103	21.03	Census Tract 21.03	G5020	S	2838200	7603	34.9306689	-120.4270588	{7140A845-F8EE-45EE-952E-4D6D46C2D563}
2	6	83	2402	6083002402	24.02	Census Tract 24.02	G5020	S	16288573	44468	34.9287963	-120.4780833	{E96B4376-6DC3-47DC-84D3-6BC8319F4EC6}
3	6	83	2102	6083002102	21.02	Census Tract 21.02	G5020	S	1352551	0	34.9421111	-120.4267767	{BCA942EA-A558-456D-A704-D740AA3543FA}
4	6	83	2010	6083002010	20.1	Census Tract 20.10	G5020	S	2417990	0	34.8714281	-120.4100285	{E70DA60A-CFDD-451B-917F-F7AA9DD1F607}
5	6	83	2009	6083002009	20.09	Census Tract 20.09	G5020	S	2603281	0	34.8722878	-120.4277159	{A2B6C196-7EFB-455E-9EE7-4FE51C61B6ED}
6	6	83	2008	6083002008	20.08	Census Tract 20.08	G5020	S	3295314	0	34.8861824	-120.425077	{F819400D-8ACC-47D6-B99A-11988D87A61C}
7	6	83	2007	6083002007	20.07	Census Tract 20.07	G5020	S	5308996	2806	34.9079217	-120.4257095	{EE816EA1-FF0D-4010-B66F-89D4F7E2C73F}
8	6	11	500	6011000500	5	Census Tract 5	G5020	S	170218418	4285285	39.314744	-121.9636465	{BC3FC417-2591-427B-82D3-D849FAF03A54}
9	6	11	200	6011000200	2	Census Tract 2	G5020	S	215984498	851867	39.1863211	-122.0259021	{0E9A323A-669A-4822-AA5E-EF7819EC9218}
10	6	11	400	6011000400	4	Census Tract 4	G5020	S	1075612190	7687726	39.2881333	-122.4155716	{4E7D3BA2-FCA5-40EF-A516-DD85E1E1176F}
11	6	11	300	6011000300	3	Census Tract 3	G5020	S	952742204	195374	39.1078478	-122.2818535	{4BADEC1B-FADD-4F3E-83C1-387FEEACA107}
12	6	11	100	6011000100	1	Census Tract 1	G5020	S	565822059	1560768	39.003105	-122.0142763	{7E4654E2-562A-4CE1-A150-BDD0B6B369B7}
13	6	103	500	6103000500	5	Census Tract 5	G5020	S	8573921	115475	40.1970846	-122.2577045	{BDB5B887-7824-40E6-BC99-C1A6C38D486D}
14	6	103	600	6103000600	6	Census Tract 6	G5020	S	13058550	1139724	40.1913614	-122.2068646	{794A41EE-552F-4537-8083-7185F02A5263}
15	6	103	200	6103000200	2	Census Tract 2	G5020	S	248630273	1341657	40.3210457	-122.3353367	{2C26B9B8-B156-432B-BD7C-7732E9869276}
16	6	103	800	6103000800	8	Census Tract 8	G5020	S	130914697	2025357	40.0733075	-122.1795281	{6AE51974-8885-4518-AE71-E2F0C485ED5E}
17	6	103	700	6103000700	7	Census Tract 7	G5020	S	13550803	0	40.1524476	-122.2426817	{4F88438E-E3D7-43B8-A904-D8600B43A5CD}
18	6	103	900	6103000900	9	Census Tract 9	G5020	S	272047240	3233113	39.9701372	-122.0239555	{D50CD607-6C3E-4B18-BD3B-C56F69E386F5}
19	6	103	300	6103000300	3	Census Tract 3	G5020	S	3324982199	9631711	40.0579918	-122.6497624	{C921B1DB-82A9-410A-AB4A-AD669046FB41}
20	6	103	100	6103000100	1	Census Tract 1	G5020	S	2993523202	7749369	40.1943009	-121.8564922	{DB449383-3C0A-4715-8188-5137E5117A86}
21	6	103	1000	6103001000	10	Census Tract 10	G5020	S	177306956	4067809	39.8864854	-122.1205504	{8AA00371-7F68-4980-BBDB-F666AC52C2CC}
22	6	103	400	6103000400	4	Census Tract 4	G5020	S	285014962	2586751	40.2367374	-122.338894	{9C94CA49-432D-4C25-BCEC-938A93FA68E0}
23	6	103	1100	6103001100	11	Census Tract 11	G5020	S	172106978	385097	39.8868917	-122.2210805	{4B967F9C-030D-4AB6-BF21-85CE51219D6B}
24	6	83	990000	6083990000	9900	Census Tract 9900	G5020	S	0	2406070422	33.907571	-119.9592834	{03A5DA6E-3D51-4479-9B60-5EC12BB9522D}
25	6	83	980100	6083980100	9801	Census Tract 9801	G5020	S	506562772	271991957	33.9481863	-120.0482206	{142E9C4B-E4A5-4191-9AD6-80A3CB242B1D}
26	6	83	980000	6083980000	9800	Census Tract 9800	G5020	S	4472996	234870	34.4270203	-119.8393624	{E13EE26C-05B4-40A9-92F9-EFDE995ED5B7}
27	6	83	1704	6083001704	17.04	Census Tract 17.04	G5020	S	6231355	215834	34.3882739	-119.4905106	{51C23DAE-B135-435A-BF9A-F8BDDCF3138A}
28	6	83	2915	6083002915	29.15	Census Tract 29.15	G5020	S	1350813	110396	34.4174077	-119.8811091	{989C48ED-856A-4385-8C1A-8F5943FF48C0}
29	6	83	2606	6083002606	26.06	Census Tract 26.06	G5020	S	404269059	5746505	34.7122846	-120.5566535	{85CE5AC0-3242-4FFC-8D7D-0504CB21D109}
30	6	83	3102	6083003102	31.02	Census Tract 31.02	G5020	S	510773814	3059706	34.557117	-120.373004	{0B3C4401-D03B-4C2D-A88A-6FB1D304D216}
31	6	83	3007	6083003007	30.07	Census Tract 30.07	G5020	S	11969503	612888	34.4230589	-119.7755258	{7384C657-71FC-44E6-AA34-327BC64C0C74}
32	6	83	2932	6083002932	29.32	Census Tract 29.32	G5020	S	231806099	2798189	34.4809488	-120.028824	{1F5CE13B-2BF2-46D8-93C1-4E4F8D8D25D5}
33	6	83	2930	6083002930	29.3	Census Tract 29.30	G5020	S	4443305	18582	34.4266384	-119.891155	{0DFD21D6-871C-4EA2-A49C-13943B0BBBFE}
34	6	83	2928	6083002928	29.28	Census Tract 29.28	G5020	S	1262745	42349	34.4129398	-119.8716978	{A91CED47-CE6D-4E9D-B1AD-108ECC0E62F4}
35	6	83	2926	6083002926	29.26	Census Tract 29.26	G5020	S	334446	0	34.4130776	-119.8606431	{5DC335F5-103D-422D-8EF3-12B8D725AAB8}
36	6	83	2924	6083002924	29.24	Census Tract 29.24	G5020	S	441442	0	34.4128391	-119.8562324	{3E5AAADA-5071-4CEF-8A3D-8C61F087C7F1}
37	6	83	2922	6083002922	29.22	Census Tract 29.22	G5020	S	4981783	154007	34.4197213	-119.8567703	{8D33AB01-BD38-45E5-A321-821A0CF9BEDD}
38	6	83	2502	6083002502	25.02	Census Tract 25.02	G5020	S	164108666	2925905	34.9168578	-120.5815561	{7F193790-65F8-440E-BAE6-3F3EA53CC5CA}
39	6	83	1706	6083001706	17.06	Census Tract 17.06	G5020	S	121819835	432345	34.4413978	-119.5131625	{615DF78B-E3F8-4562-B9BF-937B34644E29}
40	6	83	1604	6083001604	16.04	Census Tract 16.04	G5020	S	2452106	167685	34.3968141	-119.5217962	{37712501-8CBF-4628-813D-F95D7891F403}
41	6	83	1402	6083001402	14.02	Census Tract 14.02	G5020	S	4967653	249951	34.4256454	-119.6388981	{A501B3D5-373F-4536-8B47-7DB61533293A}
42	6	83	1306	6083001306	13.06	Census Tract 13.06	G5020	S	4129070	106198	34.4140887	-119.7460689	{E63ED029-3090-4BD0-B9F2-CC3F7443920B}
43	6	83	1304	6083001304	13.04	Census Tract 13.04	G5020	S	5090824	144119	34.4120592	-119.7302749	{961070B3-1120-4066-A9F7-4623B9FE3339}
44	6	83	1208	6083001208	12.08	Census Tract 12.08	G5020	S	1810407	227878	34.39838	-119.710835	{739FAF08-BDE9-4BBF-A612-776ED3C00208}
45	6	83	1206	6083001206	12.06	Census Tract 12.06	G5020	S	1176740	522592	34.4084121	-119.695588	{B7F56824-0982-47A6-8D27-0CF6C842D50C}
46	6	83	804	6083000804	8.04	Census Tract 8.04	G5020	S	2789857	312422	34.4180158	-119.6802223	{9F44B614-3A69-4242-BADF-05E323C46563}
47	6	83	302	6083000302	3.02	Census Tract 3.02	G5020	S	1021116	0	34.4309086	-119.7222979	{F14E73A6-A87A-45C2-9AB8-E554C56DCA79}
48	6	83	301	6083000301	3.01	Census Tract 3.01	G5020	S	509992	0	34.4261948	-119.7150663	{EBCB52CA-F08E-40A7-9AB5-797D66C3D9B3}
49	6	83	2006	6083002006	20.06	Census Tract 20.06	G5020	S	435862387	1522983	34.87259	-120.3430442	{3C20EF97-31B5-4D9A-940D-414D8EC7E2EB}
50	6	83	2005	6083002005	20.05	Census Tract 20.05	G5020	S	6347524	0	34.8571727	-120.4066431	{472892BE-AE3A-4F70-90BB-AE5F7772EA48}
51	6	83	2012	6083002012	20.12	Census Tract 20.12	G5020	S	3299027	0	34.8679051	-120.444008	{4CBB0766-06A8-479E-B4D2-1CB720CC86F6}
52	6	83	1203	6083001203	12.03	Census Tract 12.03	G5020	S	1757916	8848	34.4044168	-119.7142781	{4C804B17-BF67-4B10-9D58-20F70493EDF6}
53	6	83	1102	6083001102	11.02	Census Tract 11.02	G5020	S	552755	0	34.4161337	-119.7129078	{43194A02-BF0C-4721-9F34-09902F324045}
54	6	83	1000	6083001000	10	Census Tract 10	G5020	S	1257982	0	34.4181213	-119.7051133	{FBBEC621-EB37-4B9B-8309-A52CA9F2EB6B}
55	6	83	900	6083000900	9	Census Tract 9	G5020	S	1756362	0	34.4222578	-119.6975089	{5564F3E6-448C-4C8E-9FE1-382BD78D46BA}
56	6	83	801	6083000801	8.01	Census Tract 8.01	G5020	S	951099	0	34.4273462	-119.6856673	{FFF117A9-77B7-4664-B095-4B48A19502E8}
57	6	83	600	6083000600	6	Census Tract 6	G5020	S	3974481	0	34.4372104	-119.6891123	{5F286298-3EDF-46DA-98C3-43C4F20C594C}
58	6	83	400	6083000400	4	Census Tract 4	G5020	S	2055430	1642	34.434415	-119.7101634	{D30D3A8D-8B44-482D-899F-EB42322D6B55}
59	6	83	3005	6083003005	30.05	Census Tract 30.05	G5020	S	2570682	0	34.4366709	-119.784079	{2EADDE92-F45C-4726-AD9C-4E2D2A97A8EE}
60	6	83	3004	6083003004	30.04	Census Tract 30.04	G5020	S	1839798	0	34.432974	-119.8016253	{238A2C8B-BEE8-493A-ABE8-6CB9333761D1}
61	6	83	3001	6083003001	30.01	Census Tract 30.01	G5020	S	4044277	34899	34.4311812	-119.8192482	{D1FA80A7-B2EF-4232-A290-A4057C5DF2B8}
62	6	83	2914	6083002914	29.14	Census Tract 29.14	G5020	S	1805660	0	34.4459283	-119.8231719	{F12548D2-2E02-4F91-A95F-417EE27B9BC6}
63	6	83	2913	6083002913	29.13	Census Tract 29.13	G5020	S	2151237	0	34.4465699	-119.8068138	{84476D68-C7C4-4A77-BA60-D858FAFF44FD}
64	6	83	2909	6083002909	29.09	Census Tract 29.09	G5020	S	2538705	0	34.4364505	-119.8865542	{67CFF0C8-F041-4F86-B0D4-01392C22AC82}
65	6	83	2907	6083002907	29.07	Census Tract 29.07	G5020	S	44863666	124273	34.4739783	-119.8420038	{FF738A17-9271-4AC2-89D1-6E9A1C86F377}
66	6	83	2906	6083002906	29.06	Census Tract 29.06	G5020	S	4235404	134224	34.4401	-119.845687	{A18E27C4-3CD9-4FD8-9F90-B4B5A04A2DFA}
67	6	83	1500	6083001500	15	Census Tract 15	G5020	S	32148763	12960	34.4581241	-119.6071067	{FA2D1609-B59B-4F92-93E7-804C0496FB5A}
68	6	83	700	6083000700	7	Census Tract 7	G5020	S	22663046	4811	34.4611878	-119.6645571	{5A678F90-0AC9-4854-BFFD-4C770392F8CF}
69	6	83	502	6083000502	5.02	Census Tract 5.02	G5020	S	3069544	0	34.4449009	-119.7296812	{4011F1C1-79AA-40BB-B13F-691857EACACF}
70	6	83	501	6083000501	5.01	Census Tract 5.01	G5020	S	23516090	139829	34.4674371	-119.7080007	{BDDD8A87-6BC2-496C-8316-6951CA9C0D29}
71	6	83	200	6083000200	2	Census Tract 2	G5020	S	2824090	0	34.4348903	-119.7377491	{E0DE2ED9-B5DC-4620-8964-FF2B934958C3}
72	6	83	103	6083000103	1.03	Census Tract 1.03	G5020	S	42891050	10298	34.4984602	-119.7744367	{2AB4DB07-003D-4A12-9A8C-0F548A8E58D3}
73	6	83	102	6083000102	1.02	Census Tract 1.02	G5020	S	2448805	0	34.4464541	-119.7525641	{F083DA4A-F03E-4DB1-8D07-F2A8CBFC9803}
74	6	83	101	6083000101	1.01	Census Tract 1.01	G5020	S	3805384	0	34.4463233	-119.778762	{161FED1F-8BBE-4065-AAFC-09B3802150FC}
75	6	83	2708	6083002708	27.08	Census Tract 27.08	G5020	S	1456118	0	34.6348033	-120.4486596	{BDACFB92-B4B5-43C8-AA7C-058FCC9D8C95}
76	6	83	2707	6083002707	27.07	Census Tract 27.07	G5020	S	1159894	5254	34.6350153	-120.4658965	{0E836D02-0B42-4F07-A814-D9265259D797}
77	6	83	2706	6083002706	27.06	Census Tract 27.06	G5020	S	1277089	0	34.6507195	-120.4487233	{D8ECCF8C-EC96-4E45-A120-B00E5B6651C5}
78	6	83	2705	6083002705	27.05	Census Tract 27.05	G5020	S	1277786	0	34.6504892	-120.4677464	{E0113601-C923-4EC3-8B01-1FB29707A104}
79	6	83	1101	6083001101	11.01	Census Tract 11.01	G5020	S	825968	0	34.4203889	-119.7211598	{7DD9A8D5-8AC2-40F2-884E-10DA7126642B}
80	6	83	2702	6083002702	27.02	Census Tract 27.02	G5020	S	1442541	0	34.6431155	-120.4666395	{C6508A84-1AD7-4A26-9767-3AABCD066CD1}
81	6	83	2809	6083002809	28.09	Census Tract 28.09	G5020	S	212718445	223649	34.6948804	-120.3432843	{2815CA76-5BE1-48D2-8115-98D5D664F209}
82	6	83	2808	6083002808	28.08	Census Tract 28.08	G5020	S	29919064	1901	34.7210823	-120.4679785	{2C2D130C-95F3-471A-8579-B948F6AE6EDF}
83	6	83	2806	6083002806	28.06	Census Tract 28.06	G5020	S	2119704	3077	34.65176	-120.4797843	{CB7E51D7-D9AA-4FCF-BE96-5BE1ECB56127}
84	6	83	2802	6083002802	28.02	Census Tract 28.02	G5020	S	5666254	14053	34.6647495	-120.4553583	{A605B9D8-C979-487B-B343-5F292F285DAC}
85	6	83	2703	6083002703	27.03	Census Tract 27.03	G5020	S	2070766	25367	34.6429274	-120.4449545	{9D5E2582-B3BE-4D4D-801A-A7C747D3233F}
86	6	83	1800	6083001800	18	Census Tract 18	G5020	S	3003938576	20666939	34.7776482	-119.71774	{4B004979-4EE8-4CF1-A692-8D914C46A463}
87	6	83	2604	6083002604	26.04	Census Tract 26.04	G5020	S	16270049	154843	34.6780677	-120.4865233	{CAC6A57C-9168-461A-A94F-BCE344924E98}
88	6	83	1601	6083001601	16.01	Census Tract 16.01	G5020	S	4225135	0	34.4052646	-119.5173821	{C145DF40-01CC-4841-9D96-33076A28E087}
89	6	83	2011	6083002011	20.11	Census Tract 20.11	G5020	S	18383571	142484	34.9053343	-120.4616815	{1293A209-0B79-4273-B341-16866FBE0DD8}
90	6	83	2013	6083002013	20.13	Census Tract 20.13	G5020	S	7220736	15488	34.8835245	-120.4778503	{C1990A49-820E-4CDF-9482-C3C105D622F2}
91	6	83	2305	6083002305	23.05	Census Tract 23.05	G5020	S	1308766	0	34.9714322	-120.4444646	{D618E871-4AF5-4E57-910C-CE363463A72C}
92	6	83	2306	6083002306	23.06	Census Tract 23.06	G5020	S	23379979	513618	34.9769533	-120.4662189	{18AF128D-7401-420B-99B5-1240A20D92FC}
93	6	83	1906	6083001906	19.06	Census Tract 19.06	G5020	S	273819556	7046463	34.5630379	-120.020725	{05B4DCD4-ED56-4410-A918-604A37BAD3D5}
94	6	83	1905	6083001905	19.05	Census Tract 19.05	G5020	S	323725230	181380	34.70434	-120.0260903	{0CE8E514-EB44-46D5-B5B0-2A9868A1EFD5}
95	6	83	1903	6083001903	19.03	Census Tract 19.03	G5020	S	23474560	17746	34.6243989	-120.1378745	{68FC6725-B131-4266-97EE-752805A1DDA8}
96	6	83	1901	6083001901	19.01	Census Tract 19.01	G5020	S	419555831	1266100	34.743731	-120.1907893	{5FC9C263-D6F9-44A2-A48C-3F5B12CC0B53}
97	6	83	2101	6083002101	21.01	Census Tract 21.01	G5020	S	1384060	0	34.9494695	-120.4266148	{8CDDEACF-BDCE-4A07-AF38-3814BCEC502C}
98	6	83	2404	6083002404	24.04	Census Tract 24.04	G5020	S	1315509	0	34.9423293	-120.4448288	{338E926E-A7AC-46B3-8171-A9115077875D}
99	6	83	2403	6083002403	24.03	Census Tract 24.03	G5020	S	1323186	0	34.9496291	-120.4447531	{27DA05F4-A2C3-4634-8BF6-C98B2A37C90A}
100	6	83	2304	6083002304	23.04	Census Tract 23.04	G5020	S	1304264	0	34.9568972	-120.444653	{7FE7D651-A373-4BFC-9F64-106CC7A098A8}
101	6	83	2303	6083002303	23.03	Census Tract 23.03	G5020	S	1314501	0	34.9641603	-120.4445191	{426139ED-CE13-45F3-A15F-92426DB6F503}
102	6	83	2209	6083002209	22.09	Census Tract 22.09	G5020	S	1098383	0	34.97297	-120.4307367	{3AD83305-037C-4723-B07F-02B55A28937B}
103	6	83	2211	6083002211	22.11	Census Tract 22.11	G5020	S	7960887	979349	34.9569166	-120.3928629	{0F53E802-8C17-466C-8BA1-73027609E6D2}
104	6	83	2206	6083002206	22.06	Census Tract 22.06	G5020	S	1341427	0	34.9567334	-120.4265923	{E75662C2-C015-41B9-8AD2-E2EE8ADB8F38}
105	6	83	2205	6083002205	22.05	Census Tract 22.05	G5020	S	1117874	0	34.9638747	-120.4280342	{B4390A60-9B71-4404-B6FA-1348D8EECC17}
106	6	83	2210	6083002210	22.1	Census Tract 22.10	G5020	S	2329846	377210	34.9705531	-120.4186966	{15F244F2-E5F5-4101-8DF6-A1A952EB1C15}
107	6	25	11802	6025011802	118.02	Census Tract 118.02	G5020	S	1715865	0	32.7833677	-115.5741155	{99C7CCCE-FB99-4A24-A13D-988EB83F566A}
108	6	25	11700	6025011700	117	Census Tract 117	G5020	S	1960473	0	32.7775979	-115.5571432	{9E7077AB-36AF-4BF6-922B-4B01D7F92E44}
109	6	25	11600	6025011600	116	Census Tract 116	G5020	S	2047642	0	32.7871645	-115.5611698	{87BB68B1-735F-4FFC-B81D-3FC9BD5994BC}
110	6	25	11500	6025011500	115	Census Tract 115	G5020	S	2047157	0	32.7984899	-115.561293	{11875B2C-5700-441D-AE0D-041DA6FDAEC6}
111	6	25	11400	6025011400	114	Census Tract 114	G5020	S	3966417	21575	32.7938734	-115.5453184	{8853CD07-D97C-4FA9-92BA-DB0161B987B9}
112	6	25	11803	6025011803	118.03	Census Tract 118.03	G5020	S	12463034	23941	32.762851	-115.5662375	{D3931D8E-85A3-4EF5-994B-03846B13584F}
113	6	25	10500	6025010500	105	Census Tract 105	G5020	S	3629627	0	32.9875564	-115.544002	{BDCEDC0D-2ACA-4A8C-969E-FEFA1C280CB5}
114	6	25	10400	6025010400	104	Census Tract 104	G5020	S	6172309	0	32.9902904	-115.5223739	{6E82C443-DE5F-40DE-B980-FAE8809C49BD}
115	6	25	10300	6025010300	103	Census Tract 103	G5020	S	467605572	338212	32.9827303	-115.4711527	{B00FC4BF-09C3-4D50-841D-987E36ED55BC}
116	6	53	990000	6053990000	9900	Census Tract 9900	G5020	S	0	1141661045	36.7177418	-121.9641161	{4194EB6D-E96F-4741-B699-845799EF34AC}
117	6	53	14700	6053014700	147	Census Tract 147	G5020	S	30681389	468303	36.7998783	-121.7100142	{44C0BAB0-9FD8-4EB7-AD27-4BF680B7B0D0}
118	6	25	12001	6025012001	120.01	Census Tract 120.01	G5020	S	571989	0	32.6685861	-115.4863589	{1E8E4C3F-7DBF-425E-B058-2A3F80E4E306}
119	6	25	10101	6025010101	101.01	Census Tract 101.01	G5020	S	379172021	954066	33.1874637	-115.4628141	{DDBA529C-194E-44FC-B3ED-56132EDE640F}
120	6	25	12002	6025012002	120.02	Census Tract 120.02	G5020	S	4905257	0	32.6773547	-115.4776657	{89362CA2-92D6-4750-B5C8-33EFE63DFAEE}
121	6	25	10102	6025010102	101.02	Census Tract 101.02	G5020	S	233852850	189042131	33.2254028	-115.6086847	{6B034A15-A1F3-45EB-85A2-E6D26E7DA0C8}
122	6	25	10200	6025010200	102	Census Tract 102	G5020	S	187539071	36114017	33.0633411	-115.6689803	{6E2D7514-26F4-4F56-B8EC-00F8AFF46C38}
123	6	25	940000	6025940000	9400	Census Tract 9400	G5020	S	114008544	3050912	32.7799835	-114.5840716	{A0AEB930-C16A-49AE-9030-4708B47DCD14}
124	6	25	12302	6025012302	123.02	Census Tract 123.02	G5020	S	167430343	346103306	33.27526	-115.8770315	{25FEDFA3-0079-49D8-AD38-E72FD6932C29}
125	6	25	12301	6025012301	123.01	Census Tract 123.01	G5020	S	2372241371	0	32.9323841	-115.9218123	{45493C58-62A6-4232-BD88-46828E6AA444}
126	6	25	11000	6025011000	110	Census Tract 110	G5020	S	180074671	59691	32.8655904	-115.557135	{DBCC8D00-0FCD-47A3-BEE2-0B511CE3EEA1}
127	6	25	10900	6025010900	109	Census Tract 109	G5020	S	16189637	11902	32.8156455	-115.3745809	{518D59EC-06DC-4E99-A53A-A72B104B72B0}
128	6	25	11801	6025011801	118.01	Census Tract 118.01	G5020	S	3241935	0	32.7833547	-115.5867417	{C39DC5E7-E658-44E1-97B7-B44064106F70}
129	6	25	11300	6025011300	113	Census Tract 113	G5020	S	128720232	0	32.775654	-115.4937382	{E8FD7A44-CD56-4EFB-9BDC-AAF6278AF9FD}
130	6	25	11202	6025011202	112.02	Census Tract 112.02	G5020	S	1654411	0	32.8019687	-115.5742854	{B516CF0D-5D40-4F77-856A-8A88633299EB}
131	6	25	11201	6025011201	112.01	Census Tract 112.01	G5020	S	14430104	0	32.8129785	-115.5677778	{479A29FE-004E-4FA2-A47F-421BCAE12EA4}
132	6	25	11100	6025011100	111	Census Tract 111	G5020	S	201647828	132146	32.785558	-115.6765631	{B32453CE-7A58-4A9F-8698-BC63C6A28249}
133	6	25	12400	6025012400	124	Census Tract 124	G5020	S	5773047838	214396043	33.2019033	-115.1126532	{685058DD-97F2-45B2-98CA-4643F4E07BEA}
134	6	25	12200	6025012200	122	Census Tract 122	G5020	S	5190969	0	32.6730724	-115.5143868	{2FF3F01D-97DE-4E4B-B75C-1A92CFD212D1}
135	6	25	12100	6025012100	121	Census Tract 121	G5020	S	2661833	0	32.6767102	-115.4976096	{C1125283-7BDE-41F6-8824-7FB9A94FB9ED}
136	6	25	11900	6025011900	119	Census Tract 119	G5020	S	224875236	0	32.6969128	-115.4952025	{715E4A99-E86D-4BDC-A3B4-7975E0F0DB29}
137	6	25	10800	6025010800	108	Census Tract 108	G5020	S	289988514	0	32.7712275	-115.317678	{87CE82FD-D44D-41E1-AC41-37EC11AADCEB}
138	6	25	10700	6025010700	107	Census Tract 107	G5020	S	5649158	0	32.9668249	-115.5213711	{BD5E6BF7-A122-4AC6-B8C8-0C58F926A371}
139	6	25	10600	6025010600	106	Census Tract 106	G5020	S	8650616	0	32.9645537	-115.5527364	{5C5A4478-1B93-4C81-B476-DE64D7E26491}
140	6	53	14500	6053014500	145	Census Tract 145	G5020	S	13886341	0	36.6483701	-121.6367228	{114B7E6A-0174-462B-86D0-152D13201930}
141	6	53	14800	6053014800	148	Census Tract 148	G5020	S	277443916	318088	36.5669002	-121.4025672	{A8FA4033-65A5-4837-BC55-C94D8CAAAFCC}
142	6	53	11203	6053011203	112.03	Census Tract 112.03	G5020	S	1809133	0	36.3177202	-121.244738	{F5118D9E-7D7F-4CD0-965F-90F7DD54094C}
143	6	53	11801	6053011801	118.01	Census Tract 118.01	G5020	S	1043157	0	36.5587379	-121.9209602	{0A27E380-01D7-4A4F-811E-04C286C53952}
144	6	53	14104	6053014104	141.04	Census Tract 141.04	G5020	S	3204491	0	36.6518615	-121.7987528	{3344F4EC-8DF6-4046-9210-5A8CA2CB36E7}
145	6	53	10607	6053010607	106.07	Census Tract 106.07	G5020	S	443777	0	36.6930236	-121.6144997	{B781033A-8C9C-41E2-8377-485EA2A38B64}
146	6	53	14201	6053014201	142.01	Census Tract 142.01	G5020	S	1556645	0	36.6765137	-121.7937321	{10E5179C-62FE-4AC1-AA60-EDFEBE77C04A}
147	6	53	14202	6053014202	142.02	Census Tract 142.02	G5020	S	1032429	0	36.6807321	-121.7902463	{D092E0D3-A3A2-41B6-9B6E-4AC8FF109026}
148	6	53	12502	6053012502	125.02	Census Tract 125.02	G5020	S	1676347	468254	36.6114328	-121.9042032	{438EC859-EA81-4B45-8AAC-B5AC23246D9C}
149	6	53	11802	6053011802	118.02	Census Tract 118.02	G5020	S	1752001	420803	36.5494476	-121.9239502	{90C92B3B-99EB-47AC-A096-17F728FB905D}
150	6	53	11303	6053011303	113.03	Census Tract 113.03	G5020	S	609758747	7519634	36.1770603	-121.2767662	{DD197ABA-8413-4C2F-9CC3-5DD30BBA3F44}
151	6	53	11304	6053011304	113.04	Census Tract 113.04	G5020	S	544588043	5714531	36.246079	-121.0176253	{22B2D89D-C680-439F-B17A-EFDD1D0A92C9}
152	6	53	11204	6053011204	112.04	Census Tract 112.04	G5020	S	237723629	8213302	36.3445599	-121.2467936	{1D15F730-B86C-4734-9FFC-685D47FBEC92}
153	6	53	11604	6053011604	116.04	Census Tract 116.04	G5020	S	95581496	2410255	36.4997312	-121.871267	{5EF96345-5317-453F-AEA3-91FA1756E121}
154	6	53	11602	6053011602	116.02	Census Tract 116.02	G5020	S	47811031	338609	36.5409106	-121.8182712	{4A814683-B0D8-44A4-AC7A-F32FDE6F9498}
155	6	53	11502	6053011502	115.02	Census Tract 115.02	G5020	S	651024305	19891495	36.3010787	-121.735102	{31B5E4AE-E5BF-4489-9386-8E9339690A1A}
156	6	53	11101	6053011101	111.01	Census Tract 111.01	G5020	S	486579540	2392012	36.3642891	-121.4738188	{C80EE7A9-4AB6-4457-A090-FCECF7A5194D}
157	6	53	10505	6053010505	105.05	Census Tract 105.05	G5020	S	865508	0	36.7291549	-121.6494212	{D1BD0C1D-124B-4092-B9A0-048002164C77}
158	6	53	14601	6053014601	146.01	Census Tract 146.01	G5020	S	43437939	4026508	36.8334157	-121.7572058	{3AE50DAC-935B-4CAB-83CC-4DD2EF540208}
159	6	53	980000	6053980000	9800	Census Tract 9800	G5020	S	3928181	0	36.6632605	-121.6050021	{E9A3681E-DEB3-4338-8A23-1C365D64C101}
160	6	53	701	6053000701	7.01	Census Tract 7.01	G5020	S	627341	0	36.6878097	-121.609157	{1B80D849-9890-472E-A75C-B568EDF59450}
161	6	53	501	6053000501	5.01	Census Tract 5.01	G5020	S	511582	0	36.6758875	-121.632795	{B28E12AA-782E-463C-8DA4-26F2FEEFA874}
162	6	53	502	6053000502	5.02	Census Tract 5.02	G5020	S	2776307	45591	36.6844661	-121.6341984	{7D1986FC-10CB-429C-A4E8-04946F75BB61}
163	6	53	1802	6053001802	18.02	Census Tract 18.02	G5020	S	1495954	0	36.6856848	-121.6550166	{C01F2329-93F5-41B0-95C5-673D143CDA23}
164	6	5	304	6005000304	3.04	Census Tract 3.04	G5020	S	141639221	15526391	38.2814338	-120.9220547	{4CA65208-4967-40D9-B04C-A5A527B3E8B7}
165	6	5	101	6005000101	1.01	Census Tract 1.01	G5020	S	63016278	0	38.4649441	-120.5707489	{EF5CEB22-E1CB-45F4-AD07-07D12FA6D09C}
166	6	5	303	6005000303	3.03	Census Tract 3.03	G5020	S	136312284	765122	38.3544187	-120.9288239	{E5570BF9-C73A-4AC9-98B9-035D12745BB6}
167	6	5	102	6005000102	1.02	Census Tract 1.02	G5020	S	456223490	7940808	38.5394172	-120.2562561	{13F6075B-6A29-4F5B-BD52-0DD90795D896}
168	6	5	402	6005000402	4.02	Census Tract 4.02	G5020	S	73385743	27768	38.3930097	-120.6621779	{6A0AC4C4-5E1E-495B-9047-40F140AF3525}
169	6	5	500	6005000500	5	Census Tract 5	G5020	S	108276933	4806931	38.3175704	-120.7391956	{0609181D-D3A8-4059-8F35-A395C9021D53}
